L,x,uz
0.9444444444444444,0.5151515151515151,2.746431905856556e-07
0.9444444444444444,0.5246913580246914,2.7972917559637695e-07
0.9444444444444444,0.5342312008978676,2.848151606072135e-07
0.9444444444444444,0.5437710437710438,2.899011456181314e-07
0.9444444444444444,0.55331088664422,2.949871306288189e-07
0.9444444444444444,0.5628507295173962,3.0007311563967577e-07
0.9444444444444444,0.5723905723905723,3.0515910065060043e-07
0.9444444444444444,0.5819304152637486,3.1024508566132857e-07
0.9444444444444444,0.5914702581369248,3.1533107067215836e-07
0.9444444444444444,0.601010101010101,3.204170556830627e-07
0.9444444444444444,0.6105499438832772,3.255030406936892e-07
0.9444444444444444,0.6200897867564534,3.305890257045325e-07
0.9444444444444444,0.6296296296296297,3.3567501071557915e-07
0.9444444444444444,0.6391694725028059,3.4076099572615144e-07
0.9444444444444444,0.6487093153759821,3.458469807367644e-07
0.9444444444444444,0.6582491582491582,3.509329657477297e-07
0.9444444444444444,0.6677890011223344,3.5601895075857305e-07
0.9444444444444444,0.6773288439955106,3.6110493576942994e-07
0.9444444444444444,0.6868686868686869,3.661909207803275e-07
0.9444444444444444,0.6964085297418631,3.7127690579138767e-07
0.9444444444444444,0.7059483726150393,3.7636289080208193e-07
0.9444444444444444,0.7154882154882155,3.8144887581312856e-07
0.9444444444444444,0.7250280583613917,3.8653486082355177e-07
0.9444444444444444,0.7345679012345679,3.9162084583438156e-07
0.9444444444444444,0.744107744107744,3.967068308454011e-07
0.9444444444444444,0.7536475869809203,4.0179281585601403e-07
0.9444444444444444,0.7631874298540965,4.068788008669929e-07
0.9444444444444444,0.7727272727272727,4.1196478587791755e-07
0.9444444444444444,0.7822671156004489,4.1705077088877445e-07
0.9444444444444444,0.7918069584736251,4.2213675589908924e-07
0.9444444444444444,0.8013468013468014,4.272227409103527e-07
0.9444444444444444,0.8108866442199776,4.3230872592065395e-07
0.9444444444444444,0.8204264870931538,4.3739471093195807e-07
0.9444444444444444,0.8299663299663299,4.42480695942571e-07
0.9444444444444444,0.8395061728395061,4.4756668095364475e-07
0.9444444444444444,0.8490460157126823,4.5265266596473204e-07
0.9444444444444444,0.8585858585858586,4.577386509747351e-07
0.9444444444444444,0.8681257014590348,4.6282463598583596e-07
0.9444444444444444,0.877665544332211,4.6791062099689614e-07
